"word","stateWD","lifespan","nsense","nchange","freqBand"
"credential_v","non-obsolete words",164,1,1,4
"credibilize_v","non-obsolete words",158,1,1,1
"credit-squeeze_v","non-obsolete words",81,1,1,1
"credit_v","non-obsolete words",483,17,20,5
"cree_v2","non-obsolete words",404,3,3,4
"creel_v","non-obsolete words",471,3,3,2
"creem_v","non-obsolete words",351,3,3,2
"creep_v","non-obsolete words",849,22,25,5
"creesh_v","non-obsolete words",303,1,1,1
"cremate_v","non-obsolete words",135,1,1,4
"crenate_v","non-obsolete words",156,1,1,2
"crenel_v","non-obsolete words",327,2,3,2
"crenellate_v","non-obsolete words",173,1,1,3
"creolize_v","non-obsolete words",222,3,4,3
"creosote_v","non-obsolete words",178,1,1,3
"crepe_v","non-obsolete words",206,1,1,1
"crepitate_v","non-obsolete words",401,3,4,2
"crescendo_v","non-obsolete words",124,1,1,3
"crescent_v","non-obsolete words",215,1,1,2
"crest_v","non-obsolete words",584,6,6,5
"cretify_v","non-obsolete words",165,1,1,1
"cretinize_v","non-obsolete words",178,1,1,2
"crevasse_v","non-obsolete words",169,1,1,3
"crew_v","non-obsolete words",89,1,1,4
"crewel_v","non-obsolete words",155,1,1,3
"crib-bite_v","non-obsolete words",180,1,1,1
"crib_v","non-obsolete words",524,12,13,4
"cribble_v","non-obsolete words",466,1,1,1
"crick-crack_v","non-obsolete words",174,1,1,1
"crick_v1","non-obsolete words",423,1,1,2
"crick_v2","non-obsolete words",174,1,1,2
"cricket_v","non-obsolete words",215,1,1,3
"crickle_v","non-obsolete words",175,1,1,1
"crimble_v","non-obsolete words",267,1,1,0
"crime_v","non-obsolete words",474,1,1,4
"criminalize_v","non-obsolete words",377,2,2,4
"criminate_v","non-obsolete words",387,3,3,3
"crimp_v1","non-obsolete words",626,9,9,4
"crimp_v3","non-obsolete words",235,1,1,1
"crimple_v","non-obsolete words",584,3,3,2
"crimson_v","non-obsolete words",415,2,2,3
"crinch_v","non-obsolete words",216,1,1,1
"crine_v","non-obsolete words",511,2,2,3
"cringe_v","non-obsolete words",799,6,8,5
"cringle_v","non-obsolete words",420,6,8,2
"crink_v1","non-obsolete words",243,1,1,1
"crink_v2","non-obsolete words",203,2,2,1
"crinkle_v1","non-obsolete words",594,5,6,4
"crinkle_v2","non-obsolete words",217,1,1,2
"crinoline_v","non-obsolete words",169,1,1,2
"cripple_v","non-obsolete words",724,6,6,5
"crisp_v","non-obsolete words",684,7,7,4
"crispen_v","non-obsolete words",63,2,2,2
"criss-cross_v","non-obsolete words",206,2,2,4
"critic_v","non-obsolete words",417,2,2,0
"criticize_v","non-obsolete words",403,4,5,6
"critique_v","non-obsolete words",272,3,3,5
"crizzle_v","non-obsolete words",351,2,2,2
"croak_v","non-obsolete words",524,7,8,4
"crochet_v","non-obsolete words",166,1,1,4
"crock_v1","non-obsolete words",430,1,1,3
"crock_v2","non-obsolete words",382,3,3,3
"crock_v4","non-obsolete words",178,1,1,3
"crocodile_v","non-obsolete words",135,1,1,2
"croft_v","non-obsolete words",252,1,1,3
"crome_v","non-obsolete words",466,1,1,1
"crony_v","non-obsolete words",198,1,1,4
"crood_v","non-obsolete words",502,1,1,2
"croodle_v1","non-obsolete words",214,1,1,1
"croodle_v2","non-obsolete words",236,1,1,1
"crook_v1","non-obsolete words",849,9,13,4
"crool_v","non-obsolete words",450,1,1,2
"croon_v","non-obsolete words",524,4,4,4
"crop_v","non-obsolete words",799,22,23,5
"croquet_v","non-obsolete words",166,1,1,3
"cross-bias_v","non-obsolete words",391,1,1,1
"cross-breed_v","non-obsolete words",349,1,1,3
"cross-buttock_v","non-obsolete words",146,1,1,1
"cross-catalogue_v","non-obsolete words",134,1,1,0
"cross-check_v","non-obsolete words",128,2,2,4
"cross-connect_v","non-obsolete words",147,1,1,3
"cross-contaminate_v","non-obsolete words",55,1,1,2
"cross-couple_v","non-obsolete words",435,1,1,3
"cross-cut_v","non-obsolete words",434,2,2,4
"cross-date_v","non-obsolete words",87,1,1,2
"cross-dress_v","non-obsolete words",58,1,1,4
"cross-dye_v","non-obsolete words",139,1,1,1
"cross-examine_v","non-obsolete words",360,2,2,4
"cross-fade_v","non-obsolete words",87,1,1,3
"cross-fam_v","non-obsolete words",205,1,1,0
"cross-fertilize_v","non-obsolete words",148,1,1,3
"cross-hackle_v","non-obsolete words",198,1,1,0
"cross-hatch_v","non-obsolete words",164,1,1,4
"cross-head_v","non-obsolete words",134,1,1,1
"cross-index_v","non-obsolete words",132,1,1,3
"cross-interrogate_v","non-obsolete words",379,1,1,1
"cross-kick_v","non-obsolete words",97,1,1,1
"cross-lift_v","non-obsolete words",165,1,1,0
"cross-line_v","non-obsolete words",426,1,1,2
"cross-link_v","non-obsolete words",61,1,1,4
"cross-match_v","non-obsolete words",94,1,1,3
"cross-plough_v","non-obsolete words",380,1,1,2
"cross-question_v","non-obsolete words",264,1,1,3
"cross-reel_v","non-obsolete words",134,1,1,1
"cross-refer_v","non-obsolete words",145,1,1,3
"cross-reference_v","non-obsolete words",122,1,1,4
"cross-ruff_v","non-obsolete words",66,1,1,1
"cross-section_v","non-obsolete words",148,1,1,3
"cross-sell_v","non-obsolete words",52,1,1,3
"cross-step_v","non-obsolete words",129,2,2,1
"cross-stitch_v","non-obsolete words",230,1,1,3
"cross-tongue_v","non-obsolete words",123,1,1,1
"cross-train_v","non-obsolete words",66,2,2,3
"cross_v","non-obsolete words",631,39,46,6
"crossbar_v","non-obsolete words",424,3,4,2
"crossect_v","non-obsolete words",164,1,1,0
"crotchet_v","non-obsolete words",437,3,4,2
"crouch_v1","non-obsolete words",630,3,3,5
"croup_v1","non-obsolete words",511,4,4,2
"crout_v","non-obsolete words",474,1,1,2
"crow-hop_v","non-obsolete words",127,1,1,2
"crow-pick_v","non-obsolete words",104,1,1,1
"crow_v1","non-obsolete words",774,5,6,5
"crow_v2","non-obsolete words",171,1,1,3
"crowbar_v","non-obsolete words",171,1,1,2
"crowd-surf_v","non-obsolete words",33,1,1,1
"crowd_v1","non-obsolete words",694,21,26,6
"crowdfund_v","non-obsolete words",16,1,1,5
"crowdsource_v","non-obsolete words",18,1,1,1
"crown_v1","non-obsolete words",849,29,31,5
"crown_v2","non-obsolete words",422,1,1,2
"croze_v1","non-obsolete words",174,1,1,1
"crozle_v","non-obsolete words",213,1,1,0
"crozzle_v","non-obsolete words",148,1,1,0
"cruciate_v","non-obsolete words",492,3,4,4
"crucible_v","non-obsolete words",183,1,1,3
"crucifige_v","non-obsolete words",631,1,1,2
"crucify_v","non-obsolete words",704,7,8,5
"crudify_v","non-obsolete words",125,1,1,2
"cruel_v","non-obsolete words",145,1,1,3
"cruise_v","non-obsolete words",373,10,10,5
"crumb_v1","non-obsolete words",594,3,4,3
"crumble_v","non-obsolete words",549,4,4,5
"crump_v2","non-obsolete words",377,5,5,3
"crumple_v","non-obsolete words",574,9,9,5
"crunch_v","non-obsolete words",223,6,6,4
"crunkle_v1","non-obsolete words",624,2,2,1
"crunkle_v3","non-obsolete words",124,1,1,1
"crup_v","non-obsolete words",144,1,1,1
"crupper_v","non-obsolete words",237,1,1,1
"crusade_v","non-obsolete words",292,1,1,4
"crush_v","non-obsolete words",626,15,17,6
"crust-hunt_v","non-obsolete words",135,1,1,0
"crust_v","non-obsolete words",594,5,5,4
"crutch_v1","non-obsolete words",383,6,6,3
"cry-baby_v","non-obsolete words",122,1,1,2
"cry_v","non-obsolete words",799,32,41,6
"cryofracture_v","non-obsolete words",53,1,1,2
"cryopreserve_v","non-obsolete words",53,1,1,3
"cryoprotect_v","non-obsolete words",53,1,1,2
"cryosection_v","non-obsolete words",46,1,1,3
"crystal-gaze_v","non-obsolete words",129,1,1,2
"crystal_v","non-obsolete words",447,1,1,3
"crystallize_v","non-obsolete words",424,7,7,5
"cub-hunt_n","non-obsolete words",154,1,1,0
"cub_v1","non-obsolete words",269,2,2,3
"cub_v2","non-obsolete words",403,1,1,3
"cubanize_v","non-obsolete words",100,1,1,2
"cube_v","non-obsolete words",436,4,4,4
"cuck_v1","non-obsolete words",425,1,1,2
"cuck_v4","non-obsolete words",237,1,1,2
"cuckold_v","non-obsolete words",435,2,2,4
"cuckoldize_v","non-obsolete words",373,1,1,0
"cuckoo_v","non-obsolete words",404,3,3,3
"cud_v","non-obsolete words",455,1,1,3
"cuddle_v","non-obsolete words",504,6,6,4
"cudgel_v","non-obsolete words",426,3,3,3
"cue-bid_n","non-obsolete words",92,1,1,3
"cue_v1","non-obsolete words",250,1,1,2
"cue_v2","non-obsolete words",96,3,3,4
"cuff_v1","non-obsolete words",494,6,8,4
"cuff_v2","non-obsolete words",331,1,1,2
"cui-bono_v","non-obsolete words",187,1,1,1
"cuirass_v","non-obsolete words",161,1,1,2
"cuiter_v","non-obsolete words",229,1,1,1
"cuittle_v","non-obsolete words",459,2,2,1
"culbut_v","non-obsolete words",331,1,1,0
"cull_v1","non-obsolete words",694,6,6,5
"culm_v","non-obsolete words",164,1,1,2
"culminate_v","non-obsolete words",377,4,4,5
"cultivate_v","non-obsolete words",436,14,15,6
"culturalize_v","non-obsolete words",101,1,1,3
"culture_v","non-obsolete words",514,4,4,5
"culvert_v","non-obsolete words",135,1,1,3
"culye_v","non-obsolete words",511,1,1,0
"cumber_v","non-obsolete words",721,10,17,3
"cumulate_v","non-obsolete words",490,7,8,4
"cunnilingue_v","non-obsolete words",83,1,1,0
"cup_v","non-obsolete words",542,10,12,5
"cupboard_v","non-obsolete words",459,1,1,3
"cupel_v","non-obsolete words",380,1,1,2
"cupellate_v","non-obsolete words",194,1,1,1
"cupola_v","non-obsolete words",409,1,1,2
"curarize_v","non-obsolete words",132,1,1,3
"curate_v","non-obsolete words",126,5,5,4
"curb_v2","non-obsolete words",494,5,7,5
"curd_v","non-obsolete words",642,6,7,3
"curdle_v","non-obsolete words",445,7,7,4
"cure_v1","non-obsolete words",647,17,24,6
"curette_v","non-obsolete words",136,1,1,3
"curfuffle_v","non-obsolete words",441,1,1,1
"curl_v1","non-obsolete words",577,18,20,5
"curlicue_v","non-obsolete words",180,1,1,3
"curmur_v","non-obsolete words",193,1,1,0
"curr_v","non-obsolete words",347,1,1,3
"curricle_v","non-obsolete words",167,1,1,0
"curry-comb_v","non-obsolete words",316,1,1,2
"curry_v1","non-obsolete words",734,11,16,4
"curry_v3","non-obsolete words",185,1,1,1
"curse_v","non-obsolete words",870,8,9,5
"cursen_v","non-obsolete words",422,1,1,2
"cursitate_v","non-obsolete words",157,1,1,0
"curtail_v","non-obsolete words",471,6,8,5
"curtain-lecture_v","non-obsolete words",165,1,1,0
"curtain_v","non-obsolete words",724,2,2,4
"curtsy_v","non-obsolete words",468,6,6,4
"curvature_v","non-obsolete words",213,1,1,2
"curve_v","non-obsolete words",415,5,5,5
"curvet_v","non-obsolete words",440,3,3,3
"cush_v","non-obsolete words",101,1,1,2
"cushion_v","non-obsolete words",289,6,6,4
"cuss_v","non-obsolete words",245,5,5,4
"custom-build_v","non-obsolete words",105,1,1,3
"custom-make_v","non-obsolete words",104,1,1,3
"custom_v","non-obsolete words",632,7,12,4
"customize_v","non-obsolete words",104,1,1,5
"cut-throat_v","non-obsolete words",399,1,1,4
"cut_v","non-obsolete words",749,104,115,6
"cuticularize_v","non-obsolete words",149,1,1,2
"cutify_v","non-obsolete words",134,1,1,0
"cutinize_v","non-obsolete words",134,1,1,3
"cutlass_v","non-obsolete words",134,1,1,3
"cutter_v","non-obsolete words",261,3,3,3
"cuttle_v1","non-obsolete words",141,1,1,2
"cwtch_v","non-obsolete words",103,2,2,1
"cyah_v","non-obsolete words",50,1,1,1
"cyan_v","non-obsolete words",158,1,1,4
"cyanide_v","non-obsolete words",128,2,2,4
"cyanize_v","non-obsolete words",98,1,1,0
"cybercast_v","non-obsolete words",32,1,1,1
"cybernate_v","non-obsolete words",62,1,1,2
"cybershop_v","non-obsolete words",31,1,1,1
"cybersquat_v","non-obsolete words",26,2,2,3
"cybersurf_v","non-obsolete words",31,1,1,1
"cycle_v1","non-obsolete words",182,1,1,4
"cycle_v2","non-obsolete words",146,2,2,5
"cyclize_v","non-obsolete words",90,1,1,3
"cyclopaedize_v","non-obsolete words",164,1,1,0
"cyclostyle_v","non-obsolete words",96,1,1,3
"cylinder_v","non-obsolete words",137,1,1,4
"cymagraph_v","non-obsolete words",180,1,1,0
"cymbal_v","non-obsolete words",624,1,1,2
"cymricize_v","non-obsolete words",136,1,1,0
"cystoscope_n","non-obsolete words",135,1,1,3
"czechize_v","non-obsolete words",130,1,1,1
"da-capo_v","non-obsolete words",260,1,1,3
"dab_v1","non-obsolete words",717,15,17,4
"dabble_v","non-obsolete words",467,6,8,4
"dacker_v","non-obsolete words",390,6,6,1
"dacoit_v","non-obsolete words",138,1,1,0
"dadder_v","non-obsolete words",574,1,1,1
"daddle_v1","non-obsolete words",351,2,3,2
"daddle_v2","non-obsolete words",141,1,1,1
"daff_v1","non-obsolete words",489,2,3,2
"daff_v2","non-obsolete words",426,3,5,2
"daffle_v","non-obsolete words",228,1,1,0
"dag_v1","non-obsolete words",638,4,5,3
"dag_v4","non-obsolete words",199,2,2,2
"dagesh_v","non-obsolete words",273,1,1,2
"dagger_v","non-obsolete words",330,2,2,3
"daggle_v","non-obsolete words",494,4,4,2
"dagnab_v","non-obsolete words",108,1,1,0
"daguerreotype_v","non-obsolete words",185,2,3,3
"daidle_v","non-obsolete words",216,1,1,1
"daiker_v","non-obsolete words",204,1,1,1
"daintify_v","non-obsolete words",244,1,1,0
"dairy_v","non-obsolete words",244,1,1,3
"daisy-chain_v","non-obsolete words",56,4,4,3
"daisy_v","non-obsolete words",257,1,1,2
"dally_v","non-obsolete words",724,9,13,4
"daltonize_v","non-obsolete words",100,1,1,1
"dam_v1","non-obsolete words",471,3,3,4
"damage_v","non-obsolete words",624,2,2,6
"damascene_v","non-obsolete words",439,3,3,3
"damask_v","non-obsolete words",439,6,7,3
"damaskeen_v","non-obsolete words",439,1,1,1
"dammish_v","non-obsolete words",125,1,2,0
"damn_v","non-obsolete words",724,13,17,5
"damnify_v","non-obsolete words",512,7,13,3
"damp_v","non-obsolete words",476,11,13,5
"dampen_v","non-obsolete words",391,4,4,5
"dance_v","non-obsolete words",724,16,18,6
"dander_v","non-obsolete words",434,3,3,3
"dandify_v","non-obsolete words",201,1,1,3
"dandle_v","non-obsolete words",494,7,10,3
"dandy-jack_v","non-obsolete words",137,1,1,0
"dandyize_v","non-obsolete words",194,1,1,0
"dang_v1","non-obsolete words",231,1,1,3
"dang_v2","non-obsolete words",158,1,1,4
"dangle_v","non-obsolete words",434,9,10,5
"dank_v","non-obsolete words",520,4,8,3
"dantize_v","non-obsolete words",260,1,1,0
"dap_v1","non-obsolete words",371,3,3,3
"dap_v2","non-obsolete words",53,1,1,0
"dapple_v","non-obsolete words",424,3,3,4
"dare_v1","non-obsolete words",799,11,11,6
"dare_v2","non-obsolete words",645,7,14,4
"dark_v","non-obsolete words",724,9,11,4
"darken_v","non-obsolete words",724,14,18,5
"darkle_v","non-obsolete words",459,5,8,2
"darling_v","non-obsolete words",136,1,1,2
"darn_v1","non-obsolete words",424,4,4,4
"darn_v2","non-obsolete words",243,1,1,3
"dart_v","non-obsolete words",650,5,6,5
"dartle_v","non-obsolete words",169,1,1,2
"dartmoor-clip_v","non-obsolete words",92,1,1,0
"darwinize_v","non-obsolete words",217,4,4,2
"dash_v","non-obsolete words",734,26,30,5
"dash_v2","non-obsolete words",163,1,1,2
"dashee_v","non-obsolete words",289,1,1,1
"dastardize_v","non-obsolete words",379,1,1,1
"date-cancel_v","non-obsolete words",95,1,1,0
"date-mark_v","non-obsolete words",133,1,1,2
"date-rape_v","non-obsolete words",45,1,1,3
"date-stamp_v","non-obsolete words",131,1,1,2
"date_v","non-obsolete words",599,19,23,6
"dateline_v","non-obsolete words",82,1,1,3
"daub_v","non-obsolete words",642,11,16,4
"daud_v","non-obsolete words",452,3,3,1
"daunt_v","non-obsolete words",724,9,16,5
"daunton_v","non-obsolete words",489,1,1,2
"daut_v","non-obsolete words",511,1,1,2
"daven_v","non-obsolete words",77,3,3,3
"daver_v","non-obsolete words",434,2,2,2
"dawdle_v","non-obsolete words",368,2,2,4
"dawk_v","non-obsolete words",344,1,1,2
"dawn_v","non-obsolete words",525,7,8,5
"day-trade_v","non-obsolete words",52,1,1,3
"daydream_v","non-obsolete words",194,2,2,4
"daysail_v","non-obsolete words",60,1,1,2
"daze_v","non-obsolete words",684,8,11,5
"dazzle_v","non-obsolete words",543,7,9,5
"de-accession_v","non-obsolete words",52,1,1,2
"de-aerate_v","non-obsolete words",233,1,1,2
"de-afforest_v","non-obsolete words",384,1,1,0
"de-anathematize_v","non-obsolete words",140,1,1,0
"de-anglicize_v","non-obsolete words",134,1,1,1
"de-animalize_v","non-obsolete words",159,1,1,1
"de-anonymize_v","non-obsolete words",82,1,1,0
"de-aspirate_v","non-obsolete words",148,1,1,0
"de-bamboozle_v","non-obsolete words",105,1,1,1
"de-beak_v","non-obsolete words",87,1,1,2
"de-christianize_v","non-obsolete words",190,1,1,1
"de-educate_v","non-obsolete words",137,1,1,0
"de-electrify_v","non-obsolete words",143,1,1,0
"de-electrize_v","non-obsolete words",200,1,1,0
"de-emanate_v","non-obsolete words",122,1,1,1
"de-emotionalize_v","non-obsolete words",82,1,1,2
"de-emphasize_v","non-obsolete words",86,1,1,4
"de-escalate_v","non-obsolete words",60,1,1,3
"de-ethicize_v","non-obsolete words",137,1,1,0
"de-excite_v","non-obsolete words",64,1,1,3
"de-ice_v","non-obsolete words",89,1,1,3
"de-idealize_v","non-obsolete words",159,1,1,0
"de-index_v","non-obsolete words",45,1,1,2
"de-individualize_v","non-obsolete words",158,1,1,0
"de-industrialize_v","non-obsolete words",142,1,1,0
"de-insularize_v","non-obsolete words",142,1,1,0
"de-intellectualize_v","non-obsolete words",163,1,1,0
"de-italianize_v","non-obsolete words",135,1,1,0
"de-leave_v","non-obsolete words",433,1,1,0
"de-orbit_v","non-obsolete words",62,2,2,2
"de-orientalize_v","non-obsolete words",160,1,1,0
"de-ozonize_v","non-obsolete words",150,1,1,0
"de-pants_v","non-obsolete words",85,1,1,1
"de-pauperize_v2","non-obsolete words",161,1,1,0
"de-spin_v","non-obsolete words",64,1,1,2
"de-stalinize_v","non-obsolete words",64,1,1,2
"de-stress_v","non-obsolete words",95,3,3,3
"de-tail_v2","non-obsolete words",187,1,1,2
"de-tension_v","non-obsolete words",63,1,1,0
