"word","stateWD","lifespan","nsense","nchange"
"rhodium-plate_v","non-obsolete words",90,1,1
"rhotacize_v","non-obsolete words",154,2,2
"rhubarb_v","non-obsolete words",81,3,3
"rhyme_v","non-obsolete words",724,14,16
"rhythm_v","non-obsolete words",369,3,5
"rhythmicize_v","non-obsolete words",131,1,1
"rhythmize_v","non-obsolete words",172,2,2
"rib_v2","non-obsolete words",477,12,14
"riband_v","non-obsolete words",638,1,1
"ribband_v","non-obsolete words",219,1,1
"ribbon_v","non-obsolete words",368,5,6
"rib-rand_v","non-obsolete words",65,1,1
"rib-roast_v","non-obsolete words",454,1,1
"rib-roll_v","non-obsolete words",53,1,1
"rice_v","non-obsolete words",157,2,3
"rich_v1","non-obsolete words",674,2,3
"richen_v","non-obsolete words",229,2,2
"rick_v1","non-obsolete words",401,1,1
"rick_v2","non-obsolete words",386,2,3
"ricket_v","non-obsolete words",197,1,1
"rickle_v1","non-obsolete words",624,1,1
"rickle_v2","non-obsolete words",467,1,1
"rickrack_v","non-obsolete words",142,1,1
"ricochet_v","non-obsolete words",266,5,7
"rid_v","non-obsolete words",999,16,21
"ridder_v1","non-obsolete words",1224,1,1
"riddle_v1","non-obsolete words",799,7,11
"riddle_v2","non-obsolete words",598,5,6
"ride_v","non-obsolete words",799,73,77
"ridge_v","non-obsolete words",579,7,10
"ridge-hop_v","non-obsolete words",60,1,1
"ridicule_v","non-obsolete words",344,2,3
"ridiculize_v","non-obsolete words",409,1,1
"ridotto_v","non-obsolete words",267,1,1
"riem_v","non-obsolete words",189,1,1
"riff_v1","non-obsolete words",89,2,2
"riff_v2","non-obsolete words",82,1,1
"riffle_v","non-obsolete words",311,7,7
"rifle_v1","non-obsolete words",633,12,17
"rifle_v2","non-obsolete words",434,2,2
"rifle_v3","non-obsolete words",405,5,5
"rifle-butt_v","non-obsolete words",67,1,1
"rift_v1","non-obsolete words",624,8,11
"rift_v2","non-obsolete words",624,5,6
"rig_v1","non-obsolete words",584,2,3
"rig_v2","non-obsolete words",524,18,21
"rig_v4","non-obsolete words",454,3,5
"rig_v5","non-obsolete words",292,6,6
"rigadoon_v","non-obsolete words",221,1,1
"right_v","non-obsolete words",999,24,35
"right-about-face_v","non-obsolete words",209,1,1
"right-and-left_v","non-obsolete words",233,1,1
"right-angle_v","non-obsolete words",179,1,1
"right-click_v","non-obsolete words",35,1,1
"righten_v","non-obsolete words",524,1,1
"righteous_v","non-obsolete words",1224,1,1
"right-ho_v","non-obsolete words",88,1,1
"rightify_v","non-obsolete words",299,1,1
"right-justify_v","non-obsolete words",62,1,1
"right-side_v","non-obsolete words",225,2,3
"rightsize_v","non-obsolete words",37,1,1
"right-turn_int","non-obsolete words",232,2,2
"rigidify_v","non-obsolete words",195,2,2
"rigidize_v","non-obsolete words",166,2,2
"rigmarole_v","non-obsolete words",221,3,3
"rile_v","non-obsolete words",300,3,3
"rill_v2","non-obsolete words",403,4,5
"rim_v1","non-obsolete words",315,5,5
"rim_v2","non-obsolete words",199,3,3
"rim_v3","non-obsolete words",146,1,1
"rim_v4","non-obsolete words",106,3,3
"rimbomb_v","non-obsolete words",186,1,1
"rime_v1","non-obsolete words",1224,1,1
"rime_v2","non-obsolete words",749,8,15
"rime_v3","non-obsolete words",269,2,2
"rime_v4","non-obsolete words",151,1,1
"rimer_v","non-obsolete words",177,1,1
"rimple_v","non-obsolete words",584,1,1
"rim-rack_v","non-obsolete words",183,1,1
"rim-rock_v","non-obsolete words",93,2,2
"rind_v1","non-obsolete words",599,3,3
"rind_v2","non-obsolete words",498,1,1
"rindle_v","non-obsolete words",161,1,1
"ring_v1","non-obsolete words",849,52,55
"ring_v2","non-obsolete words",578,26,31
"ringbark_v","non-obsolete words",201,2,2
"ring-fence_v","non-obsolete words",263,2,2
"ringle_v1","non-obsolete words",626,1,1
"ringle_v2","non-obsolete words",451,2,3
"ring-lead_v","non-obsolete words",407,1,1
"ringle-jingle_v","non-obsolete words",111,1,1
"ringmaster_v","non-obsolete words",114,1,1
"ring-net_v","non-obsolete words",88,1,1
"ringroundabout_v","non-obsolete words",102,1,1
"rink_v","non-obsolete words",314,3,3
"rinse_v","non-obsolete words",624,17,21
"riot_v","non-obsolete words",631,16,21
"rip_v1","non-obsolete words",624,24,25
"rip_int","non-obsolete words",215,2,2
"ripe_v1","non-obsolete words",626,7,10
"ripe_v2","non-obsolete words",624,12,17
"ripen_v","non-obsolete words",574,11,11
"riposte_v","non-obsolete words",317,3,3
"ripple_v1","non-obsolete words",674,2,2
"ripple_v2","non-obsolete words",549,2,3
"ripple_v3","non-obsolete words",410,9,9
"ripple-comb_v","non-obsolete words",125,1,1
"ripple-fire_v","non-obsolete words",78,1,1
"riprap_v","non-obsolete words",187,1,1
"ripripple_v","non-obsolete words",102,1,1
"ripsaw_v","non-obsolete words",143,1,1
"ripsnort_v","non-obsolete words",92,1,1
"rise_v","non-obsolete words",999,85,106
"risk_v","non-obsolete words",364,6,8
"risp_v","non-obsolete words",584,2,2
"rist_v","non-obsolete words",160,1,1
"rit_v1","non-obsolete words",724,3,4
"ritualize_v","non-obsolete words",184,4,5
"ritz_v","non-obsolete words",113,2,2
"rival_v","non-obsolete words",417,4,5
"rivalize_v","non-obsolete words",224,1,1
"rive_v1","non-obsolete words",774,24,28
"rive_v2","non-obsolete words",724,1,1
"rivel_v1","non-obsolete words",481,2,2
"rivel_v2","non-obsolete words",624,3,5
"river_v","non-obsolete words",493,3,4
"rivet_v","non-obsolete words",574,12,13
"rizzar_v","non-obsolete words",223,2,2
"ro_v","non-obsolete words",624,2,3
"roach_v","non-obsolete words",221,3,3
"road_v1","non-obsolete words",424,5,8
"road_v2","non-obsolete words",183,2,2
"roadblock_v","non-obsolete words",74,2,2
"road-brand_v","non-obsolete words",150,1,1
"road-hog_v","non-obsolete words",98,1,1
"roadie_v","non-obsolete words",48,1,1
"roadshow_v","non-obsolete words",100,2,2
"road-test_v","non-obsolete words",115,1,1
"road-trip_v","non-obsolete words",44,1,1
"roam_v","non-obsolete words",694,8,11
"roar_v1","non-obsolete words",626,18,18
"roar_v2","non-obsolete words",122,1,1
"roast_v","non-obsolete words",724,13,15
"rob_v","non-obsolete words",799,17,18
"robe_v","non-obsolete words",624,3,3
"robinson-crusoe_v","non-obsolete words",256,1,1
"robotize_v","non-obsolete words",97,2,2
"rock_v1","non-obsolete words",999,30,32
"rock_v2","non-obsolete words",424,3,4
"rock-climb_v","non-obsolete words",115,1,1
"rock-dust_v","non-obsolete words",108,1,1
"rocker_v","non-obsolete words",168,1,1
"rocket_v","non-obsolete words",230,10,10
"rocket-net_v","non-obsolete words",72,1,1
"rock-n-roll_v","non-obsolete words",68,2,2
"rod_v","non-obsolete words",433,6,6
"rode_v2","non-obsolete words",256,2,2
"rodeo_v","non-obsolete words",170,2,2
"rodomontade_v","non-obsolete words",343,1,1
"roentgen_v","non-obsolete words",126,1,1
"roentgenize_v","non-obsolete words",128,2,2
"roentgenograph_v","non-obsolete words",119,1,1
"roentgenoscope_v","non-obsolete words",96,1,1
"roentgen-ray_v","non-obsolete words",115,1,1
"rofl_v","non-obsolete words",35,1,1
"rog_v","non-obsolete words",624,2,3
"roger_v1","non-obsolete words",325,1,1
"roger_v2","non-obsolete words",78,1,1
"roggle_v","non-obsolete words",626,1,1
"rogue_v","non-obsolete words",454,6,8
"roil_v1","non-obsolete words",689,4,7
"roil_v3","non-obsolete words",434,3,3
"roil_v4","non-obsolete words",176,1,1
"roister_v","non-obsolete words",361,1,1
"roke_v2","non-obsolete words",411,3,4
"role_v","non-obsolete words",48,1,1
"role-distance_v","non-obsolete words",52,1,1
"role-play_v","non-obsolete words",74,2,2
"role-take_v","non-obsolete words",52,1,1
"rolf_v","non-obsolete words",56,1,1
"roll_v2","non-obsolete words",699,91,101
"roll-call_v","non-obsolete words",149,2,2
"roll-cast_v","non-obsolete words",77,2,2
"roller_v","non-obsolete words",196,3,4
"rollerblade_v","non-obsolete words",38,1,1
"roller-coast_v","non-obsolete words",139,3,3
"rollercoaster_v","non-obsolete words",93,3,3
"roller-coat_v","non-obsolete words",89,1,1
"roller-dry_v","non-obsolete words",92,1,1
"roller-paint_v","non-obsolete words",72,1,1
"roller-print_v","non-obsolete words",175,1,1
"roller-skate_v","non-obsolete words",143,1,1
"roller-ski_v","non-obsolete words",46,1,1
"roll-form_v","non-obsolete words",81,1,1
"rollick_v","non-obsolete words",238,3,3
"roman-candle_v","non-obsolete words",117,2,2
"romance_v","non-obsolete words",634,10,12
"romancize_v","non-obsolete words",141,1,1
"romanianize_v","non-obsolete words",132,1,1
"romanize_v","non-obsolete words",417,5,5
"romantic_v","non-obsolete words",98,1,1
"romanticize_v","non-obsolete words",206,2,2
"romp_v","non-obsolete words",359,5,5
"roneo_v","non-obsolete words",109,1,1
"ronuk_v","non-obsolete words",111,1,1
"roo_v1","non-obsolete words",422,1,1
"roo_v2","non-obsolete words",117,1,1
"roocoocoo_v","non-obsolete words",102,1,1
"rood_v","non-obsolete words",210,1,1
"roodge_v","non-obsolete words",348,1,1
"roof_v","non-obsolete words",599,7,10
"roof-climb_v","non-obsolete words",73,1,1
"rook_v2","non-obsolete words",429,4,5
"room_v1","non-obsolete words",708,8,15
"room_v2","non-obsolete words",457,5,7
"roop_v","non-obsolete words",452,1,1
"roose_v","non-obsolete words",849,5,9
"roost_v1","non-obsolete words",494,5,5
"roost_v2","non-obsolete words",46,1,1
"rooster-tail_v","non-obsolete words",67,2,2
"root_v1","non-obsolete words",689,17,21
"root_v2","non-obsolete words",508,11,11
"root-fill_v","non-obsolete words",135,1,1
"root-graft_v","non-obsolete words",186,1,1
"rootle_v","non-obsolete words",229,2,2
"root-prune_v","non-obsolete words",212,1,1
"root-walt_v","non-obsolete words",494,1,1
"rooty-toot_v","non-obsolete words",174,1,1
"rope_v2","non-obsolete words",624,16,16
"rope-burn_v","non-obsolete words",127,1,1
"rope-end_v","non-obsolete words",191,1,1
"ropes-end_v","non-obsolete words",221,1,1
"roquet_v","non-obsolete words",165,2,2
"rort_v","non-obsolete words",93,2,2
"rose_v","non-obsolete words",414,4,6
"roseate_v","non-obsolete words",413,2,3
"rose-colour_v","non-obsolete words",468,1,1
"roset_v","non-obsolete words",251,1,1
"rosette_v","non-obsolete words",149,3,3
"rose-water_v","non-obsolete words",369,1,1
"rosil_v","non-obsolete words",185,1,1
"rosin_v","non-obsolete words",667,2,2
"rosp_v2","non-obsolete words",691,1,1
"ross_v","non-obsolete words",171,1,1
"roster_v","non-obsolete words",246,1,1
"rosy_v","non-obsolete words",372,2,2
"rot_v","non-obsolete words",799,17,17
"rotate_v","non-obsolete words",267,10,10
"rotavate_v","non-obsolete words",74,1,1
"rote_v3","non-obsolete words",418,2,2
"rotenone_v","non-obsolete words",72,1,1
"rotisse_v","non-obsolete words",66,1,1
"rotograph_v","non-obsolete words",113,1,1
"rotoscope_v","non-obsolete words",64,1,1
"rototill_v","non-obsolete words",90,1,1
"rotten_v","non-obsolete words",524,2,2
"rotten-egg_v","non-obsolete words",176,1,1
"rottenstone_v","non-obsolete words",182,1,1
"rottle_v","non-obsolete words",624,1,1
"rotundify_v","non-obsolete words",183,2,3
"roud_v","non-obsolete words",142,1,1
"rouge_v","non-obsolete words",272,4,4
"rough_v2","non-obsolete words",540,15,18
"rough-board_v","non-obsolete words",269,1,1
"roughcast_v","non-obsolete words",440,3,3
"rough-cut_v","non-obsolete words",336,1,1
"rough-draft_v","non-obsolete words",180,1,1
"rough-draw_v","non-obsolete words",401,1,1
"rough-dress_v","non-obsolete words",402,2,2
"rough-dry_v","non-obsolete words",188,1,1
"roughen_v","non-obsolete words",442,6,6
"rough-grind_v","non-obsolete words",360,1,1
"rough-hew_v","non-obsolete words",494,2,2
"roughhouse_v","non-obsolete words",126,2,2
"roughlock_v","non-obsolete words",196,1,1
"rough-music_v","non-obsolete words",177,1,1
"roughneck_v","non-obsolete words",110,2,2
"rough-ride_v","non-obsolete words",233,3,3
"roughshoe_v","non-obsolete words",219,1,1
"rough-shoot_v","non-obsolete words",87,1,1
"rough-towel_v","non-obsolete words",135,1,1
"roulade_v","non-obsolete words",192,1,1
"roulette_v","non-obsolete words",153,2,2
"roumanicize_v","non-obsolete words",121,1,1
"roumanize_v","non-obsolete words",146,1,1
"rounce_v1","non-obsolete words",524,2,2
"rounce_v2","non-obsolete words",165,1,1
"round_v1","non-obsolete words",824,13,24
"round_v2","non-obsolete words",624,32,37
"roundhouse_v","non-obsolete words",135,2,2
"round-table_v","non-obsolete words",137,1,1
"round-trip_v","non-obsolete words",125,2,2
"rounge_v","non-obsolete words",634,4,7
"roup_v1","non-obsolete words",599,3,5
"roup_v2","non-obsolete words",511,2,2
"rouse_v1","non-obsolete words",549,25,28
"rouse_v3","non-obsolete words",313,2,3
"rouse_v4","non-obsolete words",128,1,1
"rouseabout_v","non-obsolete words",127,1,1
"roust_v1","non-obsolete words",511,1,1
"roust_v2","non-obsolete words",366,6,6
"roust_v3","non-obsolete words",123,1,1
"roustabout_v","non-obsolete words",143,1,1
"rout_v1","non-obsolete words",1224,1,1
"rout_v2","non-obsolete words",1224,1,1
"rout_v4","non-obsolete words",724,5,6
"rout_v9","non-obsolete words",477,10,11
"rout_v10","non-obsolete words",465,2,2
"rout_v11","non-obsolete words",424,7,8
"route_v","non-obsolete words",143,4,4
"route-march_v","non-obsolete words",127,2,2
"router_v","non-obsolete words",134,1,1
"routine_v","non-obsolete words",180,4,6
"routinize_v","non-obsolete words",183,2,2
"rove_v2","non-obsolete words",545,18,27
"rove_v3","non-obsolete words",456,1,1
"rove_v4","non-obsolete words",325,1,1
"rove_v5","non-obsolete words",313,1,1
"row_v1","non-obsolete words",724,17,18
"row_v2","non-obsolete words",631,4,6
"row_v3","non-obsolete words",624,3,5
"row_v5","non-obsolete words",537,1,1
"row_v6","non-obsolete words",235,5,8
"rowcast_v","non-obsolete words",524,1,1
"rowdy_v","non-obsolete words",201,2,2
"rowdy-dow_v","non-obsolete words",58,1,1
"rowel_v","non-obsolete words",458,4,5
"rox_v","non-obsolete words",170,2,2
"roy_v","non-obsolete words",574,2,3
"royal-highness_v","non-obsolete words",208,1,1
"royalize_v","non-obsolete words",435,3,5
"royn_v","non-obsolete words",674,5,9
"rozzle_v","non-obsolete words",197,1,1
"rsvp_int","non-obsolete words",190,2,2
"rtfm_v","non-obsolete words",45,1,1
"rub_v1","non-obsolete words",699,24,31
"rub-a-dub_v2","non-obsolete words",187,2,2
"rubber_v","non-obsolete words",132,3,3
"rubber-band_v","non-obsolete words",128,1,1
"rubber-cement_v","non-obsolete words",128,1,1
"rubber-heel_v","non-obsolete words",109,1,1
"rubberize_v2","non-obsolete words",121,1,1
"rubberneck_v","non-obsolete words",132,2,2
"rubber-stamp_v","non-obsolete words",131,2,2
"rubbish_v","non-obsolete words",422,3,4
"rubble_v","non-obsolete words",599,5,7
"rubicon_v","non-obsolete words",143,1,1
"rubify_v","non-obsolete words",619,3,3
"rubric_v","non-obsolete words",425,1,1
"rubricate_v","non-obsolete words",454,4,5
"rubricize_v","non-obsolete words",142,1,1
"rubrify_v","non-obsolete words",437,1,1
"rubrish_v","non-obsolete words",555,1,1
"ruby_v","non-obsolete words",298,1,1
"ruche_v","non-obsolete words",186,2,2
"ruck_v1","non-obsolete words",799,1,1
"ruck_v2","non-obsolete words",799,3,3
"ruck_v4","non-obsolete words",318,3,3
"ruck_v5","non-obsolete words",150,2,3
"ruck_v6","non-obsolete words",140,3,4
"ruck_v7","non-obsolete words",40,1,1
"ruckle_v1","non-obsolete words",799,1,1
"ruckle_v2","non-obsolete words",329,2,2
"ruckle_v3","non-obsolete words",324,1,1
"rud_v1","non-obsolete words",799,3,4
"rudder_v","non-obsolete words",168,1,1
"ruddle_v","non-obsolete words",486,1,1
"ruddy_v","non-obsolete words",335,2,2
"ruden_v","non-obsolete words",156,1,1
"rudge_v","non-obsolete words",574,2,2
"rue_v1","non-obsolete words",849,18,26
"ruff_v1","non-obsolete words",476,4,5
"ruff_v2","non-obsolete words",426,4,5
"ruff_v4","non-obsolete words",349,3,4
"ruff_v5","non-obsolete words",182,2,3
"ruffian_v","non-obsolete words",430,4,6
"ruffianize_v","non-obsolete words",413,4,7
"ruffle_v1","non-obsolete words",624,18,26
"ruffle_v2","non-obsolete words",584,9,17
"ruffle_v3","non-obsolete words",300,2,3
"rug_v1","non-obsolete words",699,4,5
"rug_v3","non-obsolete words",206,2,2
"ruge_v","non-obsolete words",409,1,1
"ruggedize_v","non-obsolete words",77,1,1
"rugger-tackle_v","non-obsolete words",57,1,1
"rugine_v","non-obsolete words",348,1,1
"rug-rank_v","non-obsolete words",47,1,1
"ruin_v","non-obsolete words",493,12,15
"ruinate_v","non-obsolete words",477,7,12
"rule_v","non-obsolete words",799,31,35
"ruler_v","non-obsolete words",175,1,1
"rumba_v","non-obsolete words",90,1,1
"rumble_v2","non-obsolete words",619,24,27
"rumfle_v","non-obsolete words",199,1,1
"rumfordize_v","non-obsolete words",228,1,1
"ruminate_v","non-obsolete words",491,10,11
"rummage_v","non-obsolete words",480,16,21
"rummy_v","non-obsolete words",110,1,1
