"word","stateWD","lifespan","nsense","nchange"
"replan_v","non-obsolete words",277,1,1
"replant_v","non-obsolete words",474,6,6
"replaster_v","non-obsolete words",317,1,1
"replate_v","non-obsolete words",228,2,2
"replay_v","non-obsolete words",389,3,3
"replead_v","non-obsolete words",484,3,5
"repleat_v","non-obsolete words",102,1,1
"repledge_v1","non-obsolete words",594,4,7
"repledge_v2","non-obsolete words",273,1,1
"replenish_v","non-obsolete words",619,11,17
"replete_v","non-obsolete words",599,6,8
"repleve_v","non-obsolete words",432,2,2
"replevin_v","non-obsolete words",365,3,5
"replevish_v","non-obsolete words",591,1,1
"replevy_v","non-obsolete words",486,4,4
"replicate_v","non-obsolete words",599,8,10
"replight_v","non-obsolete words",404,1,1
"replot_v","non-obsolete words",378,1,1
"replough_v","non-obsolete words",341,1,1
"replumb_v","non-obsolete words",401,2,3
"replume_v","non-obsolete words",320,1,1
"replunder_v","non-obsolete words",376,1,1
"replunge_v","non-obsolete words",413,2,2
"reply_v","non-obsolete words",642,11,14
"repo_v","non-obsolete words",52,1,1
"repocket-book_v","non-obsolete words",201,1,1
"repoint_v","non-obsolete words",311,4,4
"repolarize_v","non-obsolete words",211,2,2
"repolish_v","non-obsolete words",447,1,1
"repollute_v","non-obsolete words",393,1,1
"reponder_v","non-obsolete words",411,1,1
"repone_v","non-obsolete words",584,4,5
"repopularize_v","non-obsolete words",183,1,1
"repopulate_v","non-obsolete words",436,1,1
"report_v","non-obsolete words",622,35,50
"repose_v1","non-obsolete words",584,12,18
"repose_v2","non-obsolete words",574,15,21
"reposit_v","non-obsolete words",394,2,2
"reposition_v","non-obsolete words",165,4,5
"repossess_v","non-obsolete words",511,6,7
"repost_v1","non-obsolete words",415,2,3
"repost_v2","non-obsolete words",333,2,3
"repost_v3","non-obsolete words",306,1,1
"repost_v4","non-obsolete words",42,1,1
"repostpone_v","non-obsolete words",166,1,1
"repot_v","non-obsolete words",270,1,1
"re-pound_v","non-obsolete words",325,1,1
"repour_v","non-obsolete words",415,1,1
"repowder_v","non-obsolete words",230,1,1
"repray_v","non-obsolete words",408,2,3
"repreach_v","non-obsolete words",373,1,1
"reprecipitate_v","non-obsolete words",237,2,2
"reprehend_v","non-obsolete words",642,6,9
"re-prepare_v","non-obsolete words",377,1,1
"represent_v1","non-obsolete words",634,33,42
"re-present_v2","non-obsolete words",460,2,2
"repress_v1","non-obsolete words",633,15,20
"repress_v2","non-obsolete words",206,1,1
"repressure_v","non-obsolete words",93,1,1
"repressurize_v","non-obsolete words",77,1,1
"reprice_v","non-obsolete words",435,1,1
"reprick_v","non-obsolete words",538,2,3
"reprieve_v","non-obsolete words",511,8,13
"reprimand_v","non-obsolete words",364,3,4
"reprime_v2","non-obsolete words",265,2,2
"reprint_v","non-obsolete words",473,4,5
"reprioritize_v","non-obsolete words",53,2,2
"reprise_v","non-obsolete words",574,14,24
"repristinate_v","non-obsolete words",365,1,1
"reprivatize_v","non-obsolete words",87,1,1
"reproach_v","non-obsolete words",624,9,12
"reprobate_v","non-obsolete words",573,7,10
"reprobe_v","non-obsolete words",189,1,1
"reprocess_v","non-obsolete words",140,2,2
"reproclaim_v","non-obsolete words",433,1,1
"reprocure_v","non-obsolete words",434,1,1
"reproduce_v","non-obsolete words",440,13,13
"re-proffer_v","non-obsolete words",538,2,3
"re-profile_v","non-obsolete words",76,1,1
"reprogramme_v","non-obsolete words",87,2,2
"reproject_v","non-obsolete words",229,2,3
"repromise_v","non-obsolete words",529,2,3
"repromulgate_v","non-obsolete words",395,1,1
"reproof_v","non-obsolete words",174,1,1
"repropagate_v","non-obsolete words",291,1,1
"repropitiate_v","non-obsolete words",442,1,1
"reproportion_v","non-obsolete words",146,1,1
"repropose_v","non-obsolete words",374,1,1
"reprosecute_v","non-obsolete words",402,1,1
"reprove_v1","non-obsolete words",708,10,17
"re-prove_v2","non-obsolete words",495,1,1
"reprovision_v","non-obsolete words",202,2,2
"reprune_v1","non-obsolete words",358,1,1
"republicanize_v","non-obsolete words",230,2,2
"republicate_v","non-obsolete words",354,2,3
"republish_v","non-obsolete words",427,4,5
"repudiate_v","non-obsolete words",490,7,7
"repuff_v","non-obsolete words",220,1,1
"repugn_v","non-obsolete words",642,15,25
"repullulate_v","non-obsolete words",416,2,3
"repulp_v","non-obsolete words",171,1,1
"repulse_v","non-obsolete words",599,8,12
"repump_v","non-obsolete words",271,1,1
"repun_v","non-obsolete words",298,1,1
"re-punch_v","non-obsolete words",172,1,1
"repunish_v","non-obsolete words",412,1,1
"repurchase_v","non-obsolete words",491,1,1
"repure_v","non-obsolete words",482,1,1
"repurge_v","non-obsolete words",488,1,1
"repurify_v","non-obsolete words",449,1,1
"repurple_v","non-obsolete words",434,1,1
"repurpose_v","non-obsolete words",40,1,1
"repush_v","non-obsolete words",408,1,1
"reput_v","non-obsolete words",351,1,1
"repute_v","non-obsolete words",599,9,12
"requalify_v","non-obsolete words",454,3,3
"requeen_v","non-obsolete words",174,1,1
"request_v1","non-obsolete words",539,7,10
"requestion_v","non-obsolete words",220,1,1
"requicken_v","non-obsolete words",448,2,2
"re-quicksilver_v","non-obsolete words",149,1,1
"requiesce_v","non-obsolete words",371,1,1
"require_v","non-obsolete words",712,30,47
"requisite_v","non-obsolete words",549,2,3
"requisition_v","non-obsolete words",224,6,7
"requit_v1","non-obsolete words",492,1,1
"re-quit_v2","non-obsolete words",465,1,1
"requite_v","non-obsolete words",584,12,17
"requote_v","non-obsolete words",395,2,2
"re-rack_v","non-obsolete words",217,1,1
"reradiate_v","non-obsolete words",181,3,3
"re-rail_v","non-obsolete words",136,2,2
"re-raise_v","non-obsolete words",341,2,2
"re-rat_v","non-obsolete words",209,1,1
"re-rate_v","non-obsolete words",184,1,1
"re-read_v","non-obsolete words",442,1,1
"re-rebel_v","non-obsolete words",160,1,1
"rerecant_v","non-obsolete words",332,1,1
"re-recognize_v","non-obsolete words",175,1,1
"re-recognized_v","non-obsolete words",142,1,1
"re-record_v","non-obsolete words",218,2,2
"re-reduce_v","non-obsolete words",348,1,1
"re-reel_v","non-obsolete words",164,1,1
"re-refine_v","non-obsolete words",406,1,1
"re-reform_v","non-obsolete words",365,1,1
"re-register_v","non-obsolete words",217,1,1
"re-regulate_v","non-obsolete words",267,1,1
"re-relate_v","non-obsolete words",242,1,1
"re-release_v","non-obsolete words",118,1,1
"reremember_v","non-obsolete words",170,1,1
"re-render_v","non-obsolete words",396,1,1
"re-repeat_v","non-obsolete words",419,1,1
"re-repent_v","non-obsolete words",163,1,1
"re-report_v","non-obsolete words",425,1,1
"re-resolve_v","non-obsolete words",300,1,1
"re-return_v","non-obsolete words",415,2,2
"re-reveal_v","non-obsolete words",393,1,1
"re-revise_v","non-obsolete words",238,1,1
"re-revolutionize_v","non-obsolete words",221,1,1
"reriddle_v","non-obsolete words",102,1,1
"re-ride_v","non-obsolete words",415,2,2
"rerig_v","non-obsolete words",212,2,2
"re-ring_v","non-obsolete words",261,1,1
"re-rise_v","non-obsolete words",227,1,1
"re-rivet_v","non-obsolete words",240,1,1
"re-robe_v","non-obsolete words",229,1,1
"re-roll_v","non-obsolete words",208,1,1
"re-romanize_v","non-obsolete words",412,1,1
"re-roof_v","non-obsolete words",204,1,1
"re-root_v","non-obsolete words",208,1,1
"re-route_v","non-obsolete words",155,1,1
"re-row_v","non-obsolete words",172,1,1
"reroyalize_v","non-obsolete words",215,1,1
"re-rubber_v","non-obsolete words",116,1,1
"re-ruminate_v","non-obsolete words",407,1,1
"re-run_v","non-obsolete words",220,2,2
"resacralize_v","non-obsolete words",85,1,1
"resaddle_v","non-obsolete words",237,2,2
"resail_v","non-obsolete words",440,2,2
"re-salt_v","non-obsolete words",260,1,1
"resalute_v","non-obsolete words",531,2,3
"resample_v","non-obsolete words",203,1,1
"resanctify_v","non-obsolete words",390,1,1
"resave_v","non-obsolete words",443,1,1
"re-say_v","non-obsolete words",441,1,1
"rescale_v","non-obsolete words",168,1,1
"re-scan_v","non-obsolete words",205,1,1
"reschedule_v","non-obsolete words",146,4,4
"rescind_v","non-obsolete words",493,4,7
"rescore_v","non-obsolete words",178,2,2
"rescream_v","non-obsolete words",166,1,1
"rescreen_v","non-obsolete words",79,1,1
"rescribe_v","non-obsolete words",562,2,3
"rescrutinize_v","non-obsolete words",186,1,1
"rescue_v","non-obsolete words",694,11,13
"resculpt_v","non-obsolete words",98,1,1
"reseal_v","non-obsolete words",400,1,1
"research_v1","non-obsolete words",436,5,7
"re-search_v2","non-obsolete words",316,1,1
"re-season_v","non-obsolete words",179,1,1
"reseat_v","non-obsolete words",418,6,6
"resecrete_v1","non-obsolete words",207,1,1
"resecrete_v2","non-obsolete words",165,1,1
"resect_v","non-obsolete words",445,3,4
"resediment_v","non-obsolete words",147,1,1
"re-see_v","non-obsolete words",419,1,1
"reseed_v","non-obsolete words",163,2,2
"reseek_v","non-obsolete words",402,1,1
"resegregate_v","non-obsolete words",159,1,1
"reseize_v","non-obsolete words",599,2,3
"reselect_v","non-obsolete words",216,1,1
"reself_v","non-obsolete words",131,1,1
"resell_v","non-obsolete words",450,1,1
"resemble_v1","non-obsolete words",684,11,18
"reseminate_v","non-obsolete words",378,1,1
"resend_v","non-obsolete words",490,1,1
"resensitize_v","non-obsolete words",164,1,1
"resent_v","non-obsolete words",429,18,34
"resentence_v","non-obsolete words",185,1,1
"resepulchre_v","non-obsolete words",198,1,1
"resequester_v","non-obsolete words",377,1,1
"reserve_v1","non-obsolete words",667,31,42
"re-serve_v2","non-obsolete words",209,1,1
"reservoir_v","non-obsolete words",166,1,1
"reset_v1","non-obsolete words",724,2,3
"reset_v2","non-obsolete words",396,15,15
"resettle_v","non-obsolete words",479,9,9
"resew_v","non-obsolete words",426,1,1
"re-sex_v","non-obsolete words",175,1,1
"reshade_v","non-obsolete words",195,1,1
"re-shake_v","non-obsolete words",360,1,1
"reshape_v","non-obsolete words",230,1,1
"reshare_v","non-obsolete words",421,1,1
"resharpen_v","non-obsolete words",202,1,1
"resheathe_v","non-obsolete words",324,1,1
"reshift_v","non-obsolete words",395,3,4
"reshine_v","non-obsolete words",442,1,1
"reship_v","non-obsolete words",398,4,4
"reshoe_v","non-obsolete words",213,1,1
"reshoot_v","non-obsolete words",406,4,4
"reshow_v","non-obsolete words",419,1,1
"reshower_v","non-obsolete words",374,1,1
"reshrine_v","non-obsolete words",146,1,1
"reshuffle_v","non-obsolete words",222,2,2
"reshut_v","non-obsolete words",406,1,1
"reside_v1","non-obsolete words",549,11,14
"resiege_v","non-obsolete words",269,1,1
"resift_v","non-obsolete words",218,1,1
"resight_v","non-obsolete words",167,3,3
"resign_v1","non-obsolete words",637,18,20
"re-sign_v3","non-obsolete words",219,2,2
"resignal_v","non-obsolete words",188,2,2
"resignate_v","non-obsolete words",493,1,1
"resile_v","non-obsolete words",495,6,8
"resiliate_v","non-obsolete words",269,2,3
"resilver_v","non-obsolete words",192,1,1
"resin_v","non-obsolete words",264,1,1
"resinate_v","non-obsolete words",133,1,1
"resing_v","non-obsolete words",409,1,1
"resinify_v","non-obsolete words",220,2,2
"resinize_v","non-obsolete words",176,1,1
"resink_v","non-obsolete words",412,1,1
"resist_v","non-obsolete words",624,14,17
"resit_v","non-obsolete words",384,4,4
"re-site_v","non-obsolete words",107,1,1
"resituate_v","non-obsolete words",159,1,1
"resize_v","non-obsolete words",197,4,4
"reskill_v","non-obsolete words",87,1,1
"reskin_v","non-obsolete words",204,2,3
"reslash_v","non-obsolete words",306,1,1
"reslay_v","non-obsolete words",233,1,1
"reslide_v","non-obsolete words",432,3,4
"reslush_v","non-obsolete words",86,1,1
"resmelt_v","non-obsolete words",220,1,1
"resmile_v","non-obsolete words",392,1,1
"resmooth_v","non-obsolete words",200,1,1
"re-snub_v","non-obsolete words",289,1,1
"resoften_v","non-obsolete words",413,1,1
"resoil_v1","non-obsolete words",406,1,1
"resoil_v2","non-obsolete words",207,1,1
"resolder_v","non-obsolete words",498,2,3
"resole_v","non-obsolete words",203,2,2
"resolemnize_v","non-obsolete words",417,1,1
"resolicit_v","non-obsolete words",409,1,1
"resolidify_v","non-obsolete words",199,2,2
"resolute_v","non-obsolete words",524,3,5
"resolve_v","non-obsolete words",626,66,94
"resonate_v","non-obsolete words",376,9,9
"resorb_v","non-obsolete words",384,3,3
"resort_v1","non-obsolete words",699,22,39
"re-sort_v2","non-obsolete words",188,1,1
"resound_v1","non-obsolete words",619,14,19
"re-sound_v2","non-obsolete words",428,1,1
"resource_v","non-obsolete words",107,1,1
"resow_v","non-obsolete words",413,1,1
"resparkle_v","non-obsolete words",316,1,1
"respeak_v","non-obsolete words",420,2,2
"respecify_v","non-obsolete words",176,1,1
"respect_v","non-obsolete words",537,16,27
"respectabilize_v","non-obsolete words",181,1,1
"respell_v","non-obsolete words",218,1,1
"respew_v","non-obsolete words",418,1,1
"resphere_v","non-obsolete words",189,1,1
"respin_v","non-obsolete words",416,1,1
"respirate_v","non-obsolete words",356,3,3
"respire_v","non-obsolete words",599,12,17
"respirit_v","non-obsolete words",299,1,1
"respite_v","non-obsolete words",694,13,18
"resplend_v","non-obsolete words",532,1,1
"resplendish_v","non-obsolete words",545,2,3
"resplendour_v2","non-obsolete words",152,1,1
"resplice_v","non-obsolete words",193,1,1
"respoke_v","non-obsolete words",162,1,1
"respond_v","non-obsolete words",486,12,14
"respot_v","non-obsolete words",175,1,1
"respray_v","non-obsolete words",144,1,1
"re-spread_v","non-obsolete words",383,1,1
"respring_v1","non-obsolete words",440,2,2
"respring_v2","non-obsolete words",239,2,3
"re-sprout_v","non-obsolete words",208,1,1
"re-squeak_v","non-obsolete words",175,1,1
"rest_v1","non-obsolete words",849,48,52
"rest_v2","non-obsolete words",699,7,11
"rest_v3","non-obsolete words",568,9,12
"restabilize_v","non-obsolete words",102,1,1
"restack_v","non-obsolete words",217,1,1
"restaff_v","non-obsolete words",126,1,1
"restage_v","non-obsolete words",131,1,1
"restain_v","non-obsolete words",181,1,1
"re-stalinize_v","non-obsolete words",68,1,1
"restamp_v","non-obsolete words",332,2,2
"restart_v","non-obsolete words",309,2,2
"restate_v2","non-obsolete words",347,1,1
"restaur_v","non-obsolete words",516,1,1
"restaurate_v","non-obsolete words",486,2,2
"resteel_v","non-obsolete words",180,1,1
"resterilize_v","non-obsolete words",134,1,1
"restigmatize_v","non-obsolete words",370,1,1
"restimulate_v","non-obsolete words",228,1,1
"restipulate_v2","non-obsolete words",202,1,1
"restitch_v","non-obsolete words",413,1,1
"restitute_v","non-obsolete words",521,3,3
"restock_v","non-obsolete words",344,4,4
"restore_v1","non-obsolete words",699,22,27
"re-store_v2","non-obsolete words",200,1,1
"restow_v","non-obsolete words",250,1,1
"restrain_v1","non-obsolete words",699,20,24
"re-strain_v2","non-obsolete words",184,1,1
"re-stream_v","non-obsolete words",313,1,1
"restrengthen_v","non-obsolete words",437,1,1
"restrict_v","non-obsolete words",489,4,6
"restrike_v","non-obsolete words",411,3,3
"restring_v","non-obsolete words",227,1,1
"restringe_v","non-obsolete words",499,2,3
"restrip_v","non-obsolete words",164,1,1
"restrive_v","non-obsolete words",411,1,1
"restroke_v","non-obsolete words",176,1,1
"restructure_v","non-obsolete words",92,2,2
"restudy_v","non-obsolete words",289,1,1
"restuff_v","non-obsolete words",208,1,1
"restyle_v","non-obsolete words",183,1,1
"resubdue_v","non-obsolete words",413,1,1
"resubject_v","non-obsolete words",253,1,1
"re-subjugate_v","non-obsolete words",209,1,1
"resublime_v","non-obsolete words",373,1,1
"resubmerge_v","non-obsolete words",167,1,1
"resubmit_v","non-obsolete words",420,1,1
"resubstantiate_v","non-obsolete words",440,1,1
"resucceed_v","non-obsolete words",425,1,1
"resuck_v","non-obsolete words",421,1,1
"resue_v","non-obsolete words",131,1,1
"resuffer_v","non-obsolete words",476,1,1
"resuggest_v","non-obsolete words",313,1,1
"result_v","non-obsolete words",599,12,21
"resume_v1","non-obsolete words",624,18,23
"resume_v2","non-obsolete words",136,1,1
"resummon_v","non-obsolete words",699,3,5
"resupply_v","non-obsolete words",445,1,1
"resuppress_v","non-obsolete words",370,1,1
"resurface_v","non-obsolete words",191,2,2
"resurge_v1","non-obsolete words",449,1,1
"resurge_v2","non-obsolete words",180,1,1
"resurprise_v","non-obsolete words",361,1,1
"resurrect_v","non-obsolete words",251,3,3
"resurrection_v","non-obsolete words",363,1,1
"resurrender_v","non-obsolete words",484,1,1
"resurvey_v","non-obsolete words",415,2,2
"resuscitate_v","non-obsolete words",492,5,5
"resuspend_v","non-obsolete words",236,3,3
"resustain_v","non-obsolete words",392,1,1
"resuture_v","non-obsolete words",137,1,1
"reswallow_v","non-obsolete words",232,1,1
"reswarm_v","non-obsolete words",408,1,1
"reswear_v","non-obsolete words",379,1,1
"resweep_v","non-obsolete words",172,1,1
"resweeten_v","non-obsolete words",413,1,1
"reswell_v","non-obsolete words",228,1,1
"resynthesize_v","non-obsolete words",121,1,1
"ret_v2","non-obsolete words",699,3,4
"retack_v","non-obsolete words",282,2,2
"retail_v","non-obsolete words",659,4,5
"retailor_v","non-obsolete words",187,1,1
"retain_v","non-obsolete words",609,20,25
"retake_v","non-obsolete words",457,7,7
"retaliate_v1","non-obsolete words",418,7,9
"retalk_v","non-obsolete words",227,1,1
"retally_v2","non-obsolete words",200,1,1
"re-tape_v","non-obsolete words",147,1,1
"retard_v","non-obsolete words",534,5,6
"retardate_v","non-obsolete words",411,1,1
"retarget_v","non-obsolete words",90,1,1
"retaste_v","non-obsolete words",421,1,1
"retattle_v","non-obsolete words",314,1,1
"retax_v","non-obsolete words",401,1,1
"retch_v2","non-obsolete words",490,4,4
"retcon_v","non-obsolete words",35,1,1
"retd_v","non-obsolete words",301,1,1
"reteach_v","non-obsolete words",350,1,1
"reteam_v","non-obsolete words",122,2,2
"retelegraph_v","non-obsolete words",185,2,3
"retell_v","non-obsolete words",463,2,2
"retemper_v","non-obsolete words",426,1,1
"retenant_v","non-obsolete words",224,1,1
"retender_v","non-obsolete words",417,3,3
"retest_v","non-obsolete words",246,1,1
"retexture_v","non-obsolete words",88,2,2
"retexturize_v","non-obsolete words",65,1,1
"rethank_v","non-obsolete words",368,1,1
"rethatch_v","non-obsolete words",199,1,1
"rethink_v","non-obsolete words",515,2,2
"re-thrash_v","non-obsolete words",192,1,1
"rethread_v","non-obsolete words",204,1,1
"rethrone_v","non-obsolete words",322,1,1
"re-thrust_v","non-obsolete words",173,1,1
"rethunder_v","non-obsolete words",308,2,2
"re-ticket_v","non-obsolete words",196,1,1
"reticulate_v","non-obsolete words",270,4,4
"retie_v","non-obsolete words",304,1,1
"retighten_v","non-obsolete words",275,1,1
"retile_v","non-obsolete words",191,1,1
"retill_v","non-obsolete words",410,1,1
"retimber_v","non-obsolete words",196,1,1
"re-time_v","non-obsolete words",123,1,1
"retin_v","non-obsolete words",222,1,1
"retincture_v","non-obsolete words",360,1,1
"retinker_v","non-obsolete words",178,1,1
"retinue_v","non-obsolete words",574,2,3
"retip_v","non-obsolete words",185,1,1
"retire_v","non-obsolete words",491,32,39
"retitle_v","non-obsolete words",198,1,1
"re-toast_v","non-obsolete words",187,1,1
"retomb_v","non-obsolete words",419,1,1
"retool_v","non-obsolete words",163,3,3
"retort_v1","non-obsolete words",519,19,31
"retort_v2","non-obsolete words",174,2,3
"retoss_v","non-obsolete words",475,1,1
"retouch_v","non-obsolete words",389,7,8
"retour_v","non-obsolete words",609,6,9
"retrace_v","non-obsolete words",485,8,9
"retrack_v","non-obsolete words",233,4,4
"retract_v1","non-obsolete words",549,14,21
"retract_v2","non-obsolete words",523,7,8
"retrain_v","non-obsolete words",168,2,2
"retrample_v","non-obsolete words",208,1,1
"retranquillize_v","non-obsolete words",431,1,1
"retranscribe_v","non-obsolete words",315,1,1
"retransfer_v","non-obsolete words",415,1,1
"retransfigure_v","non-obsolete words",392,1,1
"retransform_v","non-obsolete words",430,1,1
"retransfuse_v","non-obsolete words",313,2,3
"retranslate_v","non-obsolete words",400,3,3
"retransmit_v","non-obsolete words",396,1,1
"retransmute_v","non-obsolete words",364,1,1
"retransplant_v","non-obsolete words",261,1,1
"retransport_v","non-obsolete words",402,1,1
"retravel_v","non-obsolete words",270,1,1
"retraverse_v","non-obsolete words",377,1,1
"retread_v1","non-obsolete words",419,1,1
"retread_v2","non-obsolete words",120,2,2
"retreat_v1","non-obsolete words",581,16,21
"retreat_v2","non-obsolete words",481,1,1
"retrench_v1","non-obsolete words",437,12,15
"retrench_v2","non-obsolete words",434,2,2
"retrench_v3","non-obsolete words",341,1,1
"retriangulate_v","non-obsolete words",132,1,1
"retribalize_v","non-obsolete words",94,2,2
"retribute_v","non-obsolete words",454,3,3
"retrick_v","non-obsolete words",168,2,2
"retrieve_v","non-obsolete words",599,21,27
"retrigger_v","non-obsolete words",145,3,4
"retrim_v","non-obsolete words",369,1,1
"retroact_v","non-obsolete words",263,4,5
"retrocede_v","non-obsolete words",386,3,4
"retrocess_v","non-obsolete words",342,1,1
"retrocopulate_v","non-obsolete words",141,1,1
"retro-date_v","non-obsolete words",180,1,1
"retrodict_v","non-obsolete words",84,2,2
"retroduce_v","non-obsolete words",365,2,3
"retro-fire_v","non-obsolete words",64,2,2
"retrofit_v","non-obsolete words",75,2,2
"retroflex_v","non-obsolete words",156,2,2
"retroform_v","non-obsolete words",176,1,1
"retrogradate_v","non-obsolete words",425,1,1
"retrograde_v","non-obsolete words",442,9,13
"retrogress_v","non-obsolete words",212,3,3
"retroject_v","non-obsolete words",174,1,1
"retrospect_v","non-obsolete words",365,3,3
"retrovert_v","non-obsolete words",387,3,3
"retrude_v","non-obsolete words",426,1,1
"retrust_v","non-obsolete words",382,2,3
"retry_v","non-obsolete words",351,1,1
"retube_v","non-obsolete words",178,1,1
"retumble_v","non-obsolete words",370,1,1
"retune_v","non-obsolete words",418,4,4
"re-turban_v","non-obsolete words",179,1,1
"returf_v","non-obsolete words",200,1,1
"return_v1","non-obsolete words",699,65,89
"re-turn_v2","non-obsolete words",611,2,2
"retweet_v","non-obsolete words",17,2,2
"retwist_v","non-obsolete words",369,2,2
"retype_v","non-obsolete words",176,3,5
"reulcerate_v","non-obsolete words",423,2,3
"re-undergo_v","non-obsolete words",187,1,1
"reune_v","non-obsolete words",153,1,1
"reunfold_v","non-obsolete words",430,1,1
"reunify_v","non-obsolete words",145,1,1
"reunite_v","non-obsolete words",445,3,3
"re-up_v","non-obsolete words",118,4,4
"reupholster_v","non-obsolete words",168,1,1
"re-urge_v","non-obsolete words",390,1,1
"reuse_v","non-obsolete words",227,1,1
"reutilize_v","non-obsolete words",161,1,1
"reutter_v","non-obsolete words",392,1,1
"rev_v","non-obsolete words",106,4,4
"revaccinate_v","non-obsolete words",221,1,1
"revalidate_v","non-obsolete words",422,1,1
"revalorize_v","non-obsolete words",98,2,2
"revaluate_v","non-obsolete words",107,1,1
"revalue_v","non-obsolete words",524,2,2
"revamp_v","non-obsolete words",221,1,1
"revarnish_v","non-obsolete words",231,1,1
"revary_v","non-obsolete words",406,1,1
"revascularize_v","non-obsolete words",114,1,1
"reveal_v","non-obsolete words",615,7,9
"revegetate_v","non-obsolete words",365,3,4
"revel_v1","non-obsolete words",634,6,9
"revelate_v","non-obsolete words",510,1,1
"revend_v","non-obsolete words",341,1,1
"revendicate_v","non-obsolete words",264,1,1
"revenge_v","non-obsolete words",599,9,9
"revent_v2","non-obsolete words",160,2,2
"reventilate_v","non-obsolete words",172,1,1
"reverb_v","non-obsolete words",416,2,2
"reverberate_v","non-obsolete words",537,17,26
"reverdure_v","non-obsolete words",499,1,1
"revere_v","non-obsolete words",466,3,4
"reverence_v","non-obsolete words",624,6,10
"reverendize_v","non-obsolete words",206,1,1
"reverie_v","non-obsolete words",192,2,2
"reverify_v","non-obsolete words",413,1,1
"reverize_v","non-obsolete words",188,1,1
"reversal-process_v","non-obsolete words",63,1,1
"reverse_v1","non-obsolete words",674,34,47
"reverse-engineer_v","non-obsolete words",67,2,2
"reverse-split_v","non-obsolete words",63,1,1
"reverse-transcribe_v","non-obsolete words",53,1,1
"reversify_v","non-obsolete words",261,1,1
"revert_v","non-obsolete words",699,31,45
"revest_v1","non-obsolete words",724,11,16
"revest_v2","non-obsolete words",347,1,1
"revet_v1","non-obsolete words",273,1,1
"revet_v2","non-obsolete words",84,1,1
"revibrate_v","non-obsolete words",322,2,2
"revictual_v","non-obsolete words",551,2,2
"revie_v","non-obsolete words",574,6,10
"review_v","non-obsolete words",451,14,16
"revigorate_v","non-obsolete words",413,1,1
"revile_v","non-obsolete words",631,3,4
"revindicate_v","non-obsolete words",415,1,1
"revirginize_v","non-obsolete words",172,1,1
"revise_v","non-obsolete words",479,8,10
"revision_v","non-obsolete words",186,2,2
"revisit_v","non-obsolete words",524,4,5
"revisualize_v","non-obsolete words",128,1,1
"revitalize_v","non-obsolete words",190,1,1
"revivalize_v","non-obsolete words",142,1,1
"revive_v","non-obsolete words",599,26,30
"revivicate_v","non-obsolete words",226,1,1
"revivify_v","non-obsolete words",393,7,9
"revocate_v","non-obsolete words",497,3,5
"revoice_v","non-obsolete words",414,3,3
"revoke_v","non-obsolete words",640,19,29
"revolatilize_v","non-obsolete words",142,1,1
"revolt_v","non-obsolete words",484,19,28
"revolute_v1","non-obsolete words",471,1,1
"revolute_v2","non-obsolete words",217,2,3
"revolution_v","non-obsolete words",219,1,1
"revolutionalize_v","non-obsolete words",156,1,1
"revolutionize_v","non-obsolete words",229,4,5
"revolve_v","non-obsolete words",599,20,26
"revolver_v","non-obsolete words",166,1,1
"revomit_v","non-obsolete words",479,1,1
"revote_v","non-obsolete words",376,1,1
"revow_v","non-obsolete words",428,1,1
"revulse_v","non-obsolete words",365,3,3
"rew_v","non-obsolete words",674,3,5
"rewake_v","non-obsolete words",327,1,1
"rewaken_v","non-obsolete words",482,1,1
"rewalk_v","non-obsolete words",191,1,1
"rewallow_v","non-obsolete words",324,1,1
"reward_v","non-obsolete words",699,14,21
"re-warehouse_v","non-obsolete words",211,1,1
"rewarm_v","non-obsolete words",416,1,1
"rewash_v","non-obsolete words",390,1,1
"re-washer_v","non-obsolete words",162,1,1
"rewatch_v","non-obsolete words",183,1,1
"rewater_v","non-obsolete words",412,1,1
"reweave_v","non-obsolete words",307,2,2
"rewed_v","non-obsolete words",385,1,1
"re-weigh_v","non-obsolete words",402,2,3
"reweight_v","non-obsolete words",453,2,3
"reweld_v","non-obsolete words",179,1,1
"rewend_v","non-obsolete words",408,1,1
"re-wet_v","non-obsolete words",202,1,1
"rewhelp_v","non-obsolete words",419,1,1
"rewhirl_v","non-obsolete words",225,1,1
"rewhisper_v","non-obsolete words",271,1,1
"rewhiten_v","non-obsolete words",299,1,1
"rewild_v","non-obsolete words",34,1,1
"re-win_v","non-obsolete words",418,1,1
"rewind_v","non-obsolete words",374,6,6
"rewire_v","non-obsolete words",143,2,2
"re-wish_v","non-obsolete words",432,1,1
"reword_v","non-obsolete words",420,3,4
"rework_v","non-obsolete words",379,4,4
"reworship_v","non-obsolete words",462,1,1
"rewound_v","non-obsolete words",418,1,1
"rewrap_v","non-obsolete words",228,2,2
"rewrite_v","non-obsolete words",457,4,5
"reyield_v","non-obsolete words",462,1,1
"reyoke_v","non-obsolete words",211,1,1
"reyoung_v","non-obsolete words",429,1,1
"reyouth_v","non-obsolete words",190,1,1
"rezero_v","non-obsolete words",71,2,2
"rezip_v","non-obsolete words",88,1,1
"rezone_v","non-obsolete words",107,1,1
"rhapsodize_v","non-obsolete words",408,6,9
"rhapsody_v","non-obsolete words",325,3,4
"rhematize_v","non-obsolete words",65,1,1
"rhetoricate_v","non-obsolete words",407,2,3
"rhetoricize_v","non-obsolete words",348,2,2
"rhetorize_v","non-obsolete words",430,4,5
"rheumatize_v","non-obsolete words",599,6,10
